answer_text,answer_start,question,context,subject,Task
1895,78,متى ظهر علم الأشعة؟,"بدأ علم الأشعة مع اكتشاف العالم الألماني فيلهلم رونتغن لأشعة X، وذلك في العام 1895، وحصل العالم رونتغن على جائزة نوبل في الفيزياء العام 1905.",علم الأشعة,Factoid
1926,153,متى وقع التمرد الاخواني ضد حكم ملك الحجاز عبد العزيز آل سعود؟,"تمرد الإخوان أو ثورة الإخوان هو تمرد مسلح قاده بعض قادة قبائل الإخوان ضد ملك مملكة الحجاز ونجد وملحقاتها عبد العزيز آل سعود. بدأت أولى مقدمات التمرد سنة 1926 بعد انتهاء الحرب النجدية الحجازية (1924-1925) التي قضت على مملكة الحجاز حيث أراد الإخوان شن الغارات على بادية العراق والكويت تحديا لأوامر الملك عبد العزيز بوقف الهجمات حيث أن السلطنة النجدية ملتزمة بمنع الغزو بين قبائل نجد والعراق وفقا لمعاهدة بحرة الموقعة عام 1925. لكن الملك عبد العزيز لم يكن قادرا على منع الإخوان من الغزو حتى حلول شتاء عام 1929 حينما اعتدت قوات ابن بجاد على تجار الجمال النجديين من القصيم وعلى شمر نجد وسبب هذا الهجوم أستياء كبيرا في نجد الأمر الذي دعى الملك عبد العزيز إلى حشد قواته في الزلفي في 5 مارس وألتحق به أغلب حاضرة نجد وقبائل شمر وحرب وقحطان، فيما تجمعت قوات الدويش وابن بجاد في جراب بشمال الزلفي. أرسل الملك عبد العزيز أحد كبار مشايخ الدين إلى ابن بجاد لاقناعه برفع الخلاف المتعلق المذابح التي ارتكبتها قواته ضد تجار الجمال والمسلوبات التي نهبت إلى محكمة دينية لتفصل فيه إلا أن ابن بجاد رفض العرض بحجة أن ذلك ما هو إلا مؤامرة ضده وأن نهايته معروفة مسبقا حيث رأى أن رجال الدين هم أصدقاء لابن سعود وسوف يصدرون عليه حكما بالأعدام. وحينما أصر الإخوان على موقفهم أمر الملك عبد العزيز قواته بهاجمة الإخوان في 29 مارس 1929[1] وأصيب الدويش بجروح بالغة ووعهد الملك بالإبقاء على حياته شرط أن يخضعوا لحكم الشرع وسمح له بالعودة إلى الأرطاوية وأن يعالج على أن يسلم نفسه للرياض بعد شفاءه [2] في حين استسلم ابن بجاد في شقراء وسجن في الرياض.",تمرد الإخوان (1929-1930),Factoid
هولاكو خان,163,من هو القائد المغولي الذي اجتاح بغداد ؟,"  سُقُوطُ بَغْدَادَ أو حِصارُ بَغْدَادَ أو الغَزْوُ المَغُولِيُّ لِبَغْدَادَ أو الاجتِيَاحُ المَغُولِيُّ لِبَغْدَادَ هو الاصطلاح الذي يُشير إلى دخول المغول بقيادة هولاكو خان حاكم إلخانيَّة فارس مدينة بغداد حاضرة الدولة العبَّاسيَّة وعاصمة الخلافة الإسلاميَّة يوم 9 صفر 656 هـ المُوافق فيه 10 شُباط (فبراير) 1258م، بتكليفٍ من الخاقان الأكبر مونكو خان الذي طلب من أخيه هولاكو استكمال فُتُوحات المغول في جنوب غرب آسيا التي كان قد بدأها جدهما جنكيز خان،[ْ 1] وهو ما قام به هولاكو حيث تمكن جيشه من اقتحام بغداد بعد أن حاصرها 12 يومًا، فدمَّرها وأباد مُعظم سُكَّانها.",سقوط بغداد (1258),Factoid
الجراثيم (البكتيريا) والطحالب الزرقاء المخضرّة,18,ماهى الخلايا غير حقيقية النواة ؟,"  يضم هذا التقسيم الجراثيم (البكتيريا) والطحالب الزرقاء المخضرّة وتنقسم الخلية الغير حقيقية النواة إلى جزئين رئيسيين هما الهيولى (السيتوبلازم) وشبيه النواة ويسمى بعض الأحيان المنطقة النوية، ويحيط بهذين الجزئين الالغشاء الخلوي ويكون هذا الغشاء محاطًا أحيانًا (كما في بعض الجراثيم، وفي الطحالب) بجدار خلوي صلب أو شبه صلب يحافظ على الخلية ويؤمن لها الدعم يتراوح معدل حجم الخلية غير حقيقية النواة بين 1 - 10 ميكرومتر والخلية لا تستطيع الاستمرار في الحياة إذا تلف غشاؤها وينطوي الغشاء البلازمي في بعض غير حقيقيات النواة مكونًا طيات وثنايا، لكن هذه لا تكون منفصلة عن الغشاء البلازمي، لذلك لا تعتبر تراكيب داخلية بعض هذه الطيات الجسميات المتوسطة وتكون حاوية على الأنزيمات الأساسية الضرورية لعملية التنفس الهوائي والتي تحدث في المتقدرة (الميتوكندريا) المنتمية للخلايا حقيقية النواة، ولكن عدم وجود أغشية داخلية دائمة يعني عدم وجود تركيز موضعي للفعاليات والنشاطات محددًا بغشاء وهذا هو الاختلاف الرئيسي بين النوعين كما تختلف الريباسات (الرايبوزومات) في غير حقيقية النواة حيث تكون أصغر حجمًا ويتراوح قطرها بين 150- 200 انجستروم وتكون حرة في السيتوبلازم وتوجد في غير حقيقية النواة، إضافة إلى السيتوبلازم، مناطق كثيفة ذات شكل غير منتظم، وهي المناطق النووية ويشكل فقدان غشاء فاصل بين المادة الوراثية والسيتوبلازم فرقا أساسيا بين هذين النوعين من الخلايا (غير حقيقية النواة وحقيقية النواة).",خلية,Non-factoid
480 Mbit/s,57,ما معدل سرعة نقل البيانات عبر معيار يو اس بي 2 ؟, USB 2.0أطلقت ب نيسان عام 2000 وخصصت لها أعلى وأقصى سرعة 480 Mbit/s وتسمى حاليا ب السرعة العليا       (now called Hi-Speed). • هنا اضيفت تعديلات على مواصفات ال USB    بواسطة هندسة تغيير الملاحظات:               (ECN: Engineering Change Notices).         •   والأكثر آهمية ب ال    ECN   هو إدخال في مواصفات ال  USB 2.0   رزمة قانونية متاحة من ال    USB.org   وكان لها عدة فروع منها :,يو إس بي,Factoid
ميخائيل ساكاشفيلي,0,من رئيس جورجيا  الحالي؟,"ميخائيل ساكاشفيلي هو الرئيس الحالي لجورجيا بعد فوزه 53.47 ٪ من الأصوات في انتخابات عام 2008. كما أن لادو جورجنيدزه رئيس للوزراء منذ 22 تشرين الثاني 2007. في 1 تشرين الثاني 2008، تم استبدال جورجنيدزه بجريجول مجالوبليشفيلي، ومنذ 6 شباط 2009 أصبح نيكولوز جيلاوري رئيس الوزراء الجورجي الجديد.",جورجيا,Factoid
أحمد أبو الغيط,183,من أمين عام الجامعة العربية؟," أمين عام جامعة الدول العربية هو منصب في جامعة الدول العربية. تولى المنصب ستة أشخاص منذ إنشاء الجامعة، كلهم مصريون، باستثناء الشاذلي القليبي الذي كان تونسيًا. يتولى هذا المنصب حاليًا أحمد أبو الغيط.",أمين عام جامعة الدول العربية,Factoid
اوغادين,71,ما اسم الحرب التي دارت بين الصومال وإثيوبيا؟,   هي حرب دارت بين الصومال وجارتها إثيوبيا بسبب النزاع على تبعية إقليم اوغادين الذي تقطنه أغلبية صومالية وبدأت فيها القوات الصومالية الهجوم بعد فشل الحلول السياسية,حرب أوغادين,Factoid
تصل إلى 550,379,كم تبلغ أعلى سرعة لقطار الرصاصة حاليا ؟,"القطار المغناطيسي المعلق  ، أو ما يعرف اختصارا بالماجليف ""Maglev"" وهي اختصار Mag</b>nitic lev</b>itation، وهو قطار يعمل بقوة الرفع المغناطيسية.[1][2][3] أي يعتمد في عمله على المغناطيس حيث أنه لا يحتوي على محركات ميكانيكية ولا يسير على قضبان حديدية فهو يطفو في الهواء معتمدا على وسادة مغناطيسية يعمل على تكوينها مجالات كهرومغناطيسية قوية، وتمتاز هذه القطارات بسرعتها العالية التي تصل إلى 550 كم \ساعة، (نظريا يمكن أن تبلغ سرعته 1700 كلم\س).",قطار مغناطيسي معلق,Factoid
"تمثيل أحد الحروف من أي نظام كتابي، وفي بعض الأوقات الأنظمة الرقمية، وذلك باستخدام اليدين فقط",38,ما هو هجاء الأصابع؟,"هجاء الأصابع (أو التخاطب بالأصابع) هو تمثيل أحد الحروف من أي نظام كتابي، وفي بعض الأوقات الأنظمة الرقمية، وذلك باستخدام اليدين فقط.[1][2][3] وغالبًا ما يتم استخدام الحروف الهجائية اليدوية هذه (والمعروفة أيضًا باسم أبجديات الأصابع أو أبجديات اليد) في تعليم الصم، وتم اعتمادها فيما بعد على أنها جزء متميز في عدد من لغات الإشارة في جميع أنحاء العالم. تاريخيًا، تميزت الأبجدية اليدوية بالعديد من التطبيقات الإضافية - بما في ذلك استخدام الشفرات السرية والرموز المختصرة وفي العبادات الدينية الصامتة.",هجاء الأصابع,Non-factoid
مدينة أريحا,96,في أي مدينة يقع آثار قصر هشام الذي شيده الخليفة الأموي هشام بن عبد الملك؟,"Coordinates:  تصغير|يسار|250بك|قصر هشام عام 1996. يقع قصر هشام  على بعد 5 كيلومتر إلى الشمال من مدينة أريحا ويعتبر من أهم المعالم السياحية في فلسطين. كان القصر الذي شيده الخليفة الأموي هشام بن عبد الملك سنة 724 –743 م والوليد بن يزيد743 – 744 م مقرا للدولة، فمن المعروف أن السلالة الأموية الإسلامية قد حكمت إمبراطورية تمتد من الهند إلى فرنسا، وكما هو الحال مع معظم الخلفاء المسلمين فقد فضل الخليفة هشام بن عبد الملك حرية الصحراء على حياة المدينة في العاصمة دمشق. القصر هو عبارة عن مجموعة من الأبنية وأحواض الاستحمام والجوامع والقاعات الكبيرة.",قصر هشام,Factoid
4 من سبتمبر 476م,109,متى سقطت روما القديمة ؟,"لوحظ أن هذا الانهيار كان على مدار أربعة قرون وبلغ ذروته في التدهور النهائي للإمبراطورية الرومانية الغربية في 4 من سبتمبر 476م لكن بعد فوات الأوان، عندما عُزل رومولوس أوغسطس (Romulus Augustus)، آخر إمبراطور لـ الإمبراطورية الرومانية الغربية، عينه شيخ قبائل الجرمان أودواكر (Odoacer). وتساءل بعض المؤرخين المعاصرين عن أهمية هذا التاريخ،[4] حيث كان ذلك هو أحد الأسباب التي جعلت الإمبراطورية الرومانية الشرقية تعترف بالإمبراطور يوليوس نيبوس (Julius Nepos)، واستقر بقية حياته في دالاماتيا، حتى اغتياله في عام 480م. أما القوط الشرقيون الذين خلفوا الرومانيين، فقد اعتبروا أنفسهم محافظين على النهج المباشر للتقاليد الرومانية. (مرت الإمبراطورية الرومانية الشرقية بمسارات مختلفة حيث تدهورت حالتها بصورة شديدة بعد عام 1000 ميلادي حتى سقوط القسطنطينية عام 1453م على يد العثمانيين، وتفاقمت العديد من الأحداث بعد موقف الإمبراطورية الغربية عام 378م. وقد أكد عدد من المؤرخين المختلفين على وقوع معركة أدريانوبل (Adrianople) عام 378م ووفاة ثيودوسيوس الأول (Theodosius I) عام 395م (في المرة الأخيرة التي حدث فيها توحيد سياسي للإمبراطورية الرومانية) وعبور نهر الراين عام 406م عن طريق القبائل الجرمانية وإعدام ستيليكو (Stilicho) عام 408، وساك حاكم روما (Sack of Rome) عام 410م، ووفاة قسطنطين الثالث (Constantius III) عام 421م ووفاة أيتيوس (Aetius) عام 454م وساك الحاكم الثاني لروما عام 455م ووفاة ماجوريان (Majorian) عام 461م. وفسرت المدرسة الحديثة مفهوم مراحل ""السقوط"" بالسقوط العكسي وليس الأمامي، حيث أعلنت أن هذه التغيرات الكبيرة قد تكون أكثر دقة لوصفها بالتحول المعقد.[5]",سقوط الإمبراطورية الرومانية الغربية,Factoid
مؤلف موسيقي نمساوي يعتبر من أشهر العباقرة المبدعين في تاريخ الموسيقى,98,من هو موزارت ؟,"فولفغانغ أماديوس موتسارت (27 يناير 1756 - 5 ديسمبر 1791) ولد في 27 يناير 1756 في سالزبورغ بالنمسا مؤلف موسيقي نمساوي يعتبر من أشهر العباقرة المبدعين في تاريخ الموسيقى رغم أن حياته كانت قصيرة، فقد مات عن عمر يناهز الـ 35 عاماً بعد أن نجح في إنتاج 626 عمل موسيقي. قاد أوركسترا وهو في السابعة من عمره ولم يمشي في جنازته سوى خمس اشخاص فقط ليس من بينهم زوجته لان الجو كان شديد البرودة في تلك الأوقات في هذه المنطقة .",فولفغانغ أماديوس موزارت,Non-factoid
فنان تشكيلي و رسام و نحات فرنسي,14,من هو إدغار ديغا؟,  إدغار ديغا  فنان تشكيلي و رسام و نحات فرنسي.,إدغار ديغا,Non-factoid
"268,021 كيلومتر مربع",288,كم تبلغ مساحة لنيوزيلند؟,"تتألف نيوزيلندا من جزيرتين رئيسيتين، الشمالية ( تي إكا آ ماوي )والجنولية (تي واي بونامو ) بلغة الماوري، وعدد آخر من الجزر الأصغر الواقعة بالقرب من مركز نصف الكرة المائي. يفصل بين الجزيرتين الشمالية والجنوبية مضيق كوك والذي يبلغ اتساعه 20 كيلومتراً عند أضيق نقطة. يبلغ مجموع مساحة الأراضي 268,021 كيلومتر مربع (103,483 ميل مربع) [40] وهي بذلك أصغر قليلاً من إيطاليا أو اليابان وأكبر قليلاً من المملكة المتحدة.",نيوزيلندا,Factoid
"233,100 كيلومتر",230,ماهى مساحة الخليج العربي ؟,"  الخَلِيِج العَرَبِي[1] (بالفارسية: خلیج‌ فارس[2]، بالتركية: خليج البصرة،[3][4] بالسواحلية: غب العجم[5][6]) هو ذراع مائية لبحر العرب يمتد من خليج عمان جنوباً حتى شط العرب شمالاً بطول 965 كيلومترا.[7] تبلغ مساحة الخليج العربي نحو 233,100 كيلومتر[7]، ويتراوح عرضه بين حد أقصى حوالي 370 كم[7] إلى حد أدنى 55 كم في مضيق هرمز. والخليج العربي ضحل لا يتجاوز عمقه 90 متراً إلا في بعض الأماكن.[7] يبلغ طول الساحل العربي على الخليج العربي 3,490 كيلومتر وهو أطول من الساحل الإيراني، إذ تملك إيران ساحلاً يبلغ طوله 2,440 كيلومتراً على الخليج العربي، وبهذا فإن الساحل العربي أطول بحوالي 1,050 كيلومتراً من الساحل الإيراني.",الخليج العربي,Factoid
انكماش أو تقلص في حجم الخلية نتيجة لفقدان مواد من داخل الخلايا,11,ماهو ضمور الخلايا؟,"  ضمور  هو انكماش أو تقلص في حجم الخلية نتيجة لفقدان مواد من داخل الخلايا، (اذا أصاب الضمور أكثر من خلية فإنه يمكن القول بأن العضو في حالة ضمور) ويجب الملاحظة بأن ضمور الخلايا لا يعني موتها. مسببات الضمور تتضمن الطفرات (التي من الممكن أن تدمر الجين المسؤول عن بناء العضو)، سوء التغذية، الإنخفاض في إمداد الدم، فقدان التحفيز الهرموني، خسارة التعصيب (تزويد بأعصاب) للعضو المحدد، استماتة كميات كبيرة من الخلايا، قلة التمارين أو مرض متأصل في الأنسجة نفسها. المدخلات الهرمونية والعصبية التي تحافظ على العضو أو جزء من الجسم يشار لها في المهنة الطبية بالتغذية. التغذية تصف الحالة الغذائية للأنسجة. تضاءل التغذية العضلية يرمز لهل بالضمور.",ضمور,Non-factoid
إيطاليا,40,اين توجد مدينة فلورنسا ؟," فلورنسا، مدينة في الجزء الشمالي من وسط إيطاليا، عاصمة مقاطعة فلورنسا وإقليم توسكانا وهي أكبر مدنه وأكثرها سكانا وأهمها تراثا تاريخيا وفنيا وإقتصاديا وإداريا، يبلغ عدد سكانها 366.488 نسمة.",فلورنسا,Factoid
جنس من الأشجار النفضية يتبع الفصيلة القضبانية . يضم 117 نوعا مقبولا وسبعين أخرى لم يحسم أمرها بعد,37,ما هو نبات القَضْبَان؟,القَضْبَان[1] أو التَّامُول[2]  و هو جنس من الأشجار النفضية يتبع الفصيلة القضبانية . يضم 117 نوعا مقبولا وسبعين أخرى لم يحسم أمرها بعد.[3],قضبان (نبات),Non-factoid
1992,23,متى وقعت الصين على معاهدة الحد من انتشار الأسلحة النووية؟,ووقعت فرنسا والصين عام 1992.,معاهدة الحد من انتشار الأسلحة النووية,Factoid
"1،648،195 كم2",223,ماهى مساحة إيران ؟,"الجمهورية الإسلامية الإيرانية[1][2][3]  هي دولة تقع في غرب آسيا.[4][5][6] وهي ثاني أكبر دول بالشرق الأوسط من حيث عدد السكان بعد مصر باجمالي 81 مليون نسمة[7] وكذلك ثاني أكبر بلدان الشرق الاوسط مساحة بعد السعودية بمساحة تبلغ 1،648،195 كم2 ما يجعلها تحتل المرتبة الثامنة عشر  بين بلدان في العالم من حيث المساحة ٬ تتميز ايران بموقع جيوسياسي يجعلها نقطة التقاء لثلاث مجالات آسيوية (غرب آسيا ووسطها وجنوبها). يحدها من الشمال أرمينيا وأذربيجان وتركمانستان. وتطل إيران على بحر قزوين (وهو بحر داخلي تحده كازاخستان وروسيا). ويحدها من الشرق أفغانستان وباكستان، ومن الجنوب الخليج العربي وخليج عمان، ومن الغرب العراق ومن الشمال الغربي تركيا. طهران هي العاصمة، وأكبر مدينة في البلاد والوسط السياسي والثقافي والتجاري والصناعي للأمة. تعد إيران قوةً إقليمية،[8][9] وتحتل مركزا هاما في أمن الطاقة الدولية والاقتصاد العالمي بسبب أحتياطاتها الكبيرة من النفط والغاز الطبيعي. حيث يوجد في إيران ثاني أكبر احتياطي من الغاز الطبيعي في العالم ورابع أكبر احتياطي مؤكد من النفط.[10]",إيران,Factoid
شمال غرب سورية,74,أين كانت تقع مدينة إيبلا؟,"   إيبلا  مدينة أثرية سورية قديمة كانت حضارة ومملكة عريقة وقوية ازدهرت في شمال غرب سورية في منتصف الألف الثالث قبل الميلاد، وبسطت نفوذها على المناطق الواقعة بين هضبة الأناضول شمالًا وشبه جزيرة سيناء جنوبًا، ووادي الفرات شرقًا وساحل المتوسط غربًا، وأقامت علاقات تجارية ودبلوماسية وثيقة مع دول المنطقة والممالك السورية ومصر وبلاد الرافدين، كشفت عنها بعثة أثرية إيطالية من جامعة روما يرأسها عالم الآثار باولو ماتييه  كانت تتولى التنقيب في موقع تل مرديخ قرب بلدة سراقب في محافظة إدلب السورية على مسافة نحو 55 كم جنوب غرب مدينة حلب في سوريا.",إبلا,Factoid
"حالة من الجمود الفكري، يتعصب فيها الشخص لأفكاره لدرجة رفضه الاطلاع على الأفكار المخالفة، وإن ظهرت له الدلائل التي تثبت له أن أفكاره خاطئة",43,ما هي الدوغمائية؟,"الجزمية[1] أو دوغماتية[1] (أو دوغمائية) هى حالة من الجمود الفكري، يتعصب فيها الشخص لأفكاره لدرجة رفضه الاطلاع على الأفكار المخالفة، وإن ظهرت له الدلائل التي تثبت له أن أفكاره خاطئة، سيحاربها بكل ما أوتي من قوة، ويصارع من أجل إثبات صحة أفكاره وآرائه، حالة شديدة من التعصب للأفكار والمبادئ والقناعات، لدرجة معاداة كل ما يختلف عنها. تعدّ حالة من التزمّت لفكرة معينة من قبل مجموعة دون قبول النقاش فيها أو الإتيان بأي دليل ينقضها لمناقشته، أو كما هي لدى الإغريق الجمود الفكري. وهي التشدد في الاعتقاد الديني أو المبدأ الأيديولوجي، أو موضوع غير مفتوح للنقاش أو للشك.",دوغماتية,Non-factoid
1997,455,متى عرضت أول حلقة من مسلسل بافي قاتلة مصاصي الدماء ؟,"بافي قاتلة مصاصي الدماء (Buffy the Vampire Slayer) هو مسلسل تلفزيوني أمريكي قصته مبنية على الفيلم الذي أنتج بنفس الاسم عام 1992.[1][2][3] المسلسل من كتابة وإخراج جوس ويدن. يسمى المسلسل غالباً بتسمية أقصر وهي بافي. المسلسل يعرض الحياة اليومية لشخصية ""بافي سامرز""، وهي فتاة مراهقة تقاتل مصاصي الدماء والشياطين والأعداء الآخرين. أهم الممثلين في المسلسل هم: ساره ميشيل غيلار، وأليسون هانيغان، ونيكولاس بريندون، وأنتوني ستيوات هيد. عرض المسلسل لأول مرة في عام 1997. أنتجت منه سبعة أجزاء.",بافي قاتلة مصاصي الدماء,Factoid
الاسم الذي يدل على من وقع عليه فعل الفاعل,16,ما هو المفعول به في النحو العربي؟," المفعول به هو: الاسم الذي يدل على من وقع عليه فعل الفاعل. يكون دائما في الجملة الفعلية ويكون منصوبا دائما، وعامل النصب فيه هو: الفعل المتعدي، وعلامة نصبه الفتحة الظاهرة، أو المقدرة، أو الياء إن كان مثنى أو جمع مذكر سالم، أو الكسرة (نيابة عن الفتحة) إن كان جمع مؤنث سالم، أو الألف إن كان من الأسماء الخمسة. وقد يكون المفعول به اسما ظاهرا، أو ضميرا، أو جملة.",مفعول به,Non-factoid
"4 سبتمبر، 1981",38,متى ولدت بيونسيه؟,"بيونسي جيزيل نولز-كارتر[1] (من مواليد 4 سبتمبر، 1981)،[2][3] المعروفة باسم بيونسي. هي مغنية وممثلة أميركية حائزة على 22 جائزة غرامي. ولدت ونشأت في هيوستن بولاية تكساس، غنت في مسابقات غناء ورقص مختلفة عندما كانت طفلة، أصبحت مشهورة في أواخر التسعينات كمغنية آر أند بي (رئيسية) للفرقة الغنائية النسائية دستنيز تشايلد. والتي أديرت من قبل والدها ماثيو نولز، وأصبحت الفرقة واحدة من الأكثر مبيعاً في العالم من الفرق النسائية على الإطلاق. وقد شهد انفصال الفرقة المؤقت صدور ألبوم بيونسي الأول  Dangerously in Love دانجيروسلي إن لوف  (2003)، والذي أنشأها بأن تكون فنان منفرد ناجح في العالم؛ بيعت منه 11 مليون نسخة، حصل على خمسة جوائز غرامي وتضمن الأغاني التي وصلت إلى قمة الرسم البياني الأمريكي بيلبورد هوت 100 ""كريزي إن لوف"" و""بيبي بوي"".",بيونسيه,Factoid
روائي وقاص برازيلي ولد (24 اغسطس 1947),16,من هو باولو كويلو ؟,"باولو كويلو  هو روائي وقاص برازيلي ولد (24 اغسطس 1947). يؤلف حاليا القصص المحررة من قبل العامة عن طريق الفيس بوك. تتميز رواياته بمعنى روحي يستطيع العامة تطبيقه مستعملاً شخصيات ذوات مواهب خاصة، لكن متواجدة عند الجميع. كما يعتمد على أحداث تاريخية واقعية لتمثيل أحداث قصصه.  و عين سنة 2007 رسول السلام التابع للأمم المتحدة.  تعد الخيميائي أشهر رواياته وتمت ترجمتها إلى 80 لغة ووصلت مبيعاتها إلى 150 مليون نسخة في جميع انحاء العالم.",باولو كويلو,Non-factoid
جزء من جهاز قياس إلكتروني يسمح بإظهار ورسم جهد الإشارة,149,ما هي مرسمة الذبذبات؟, مرسمة الذبذبات[1] أو كاشف الاهتزاز[2] أو راسم الاهتزاز المهبطي أو راسم الإشارة  (اختصار (ر إ م - CRO) أي راسم إشارة الأشعة المهبطية cathode-ray) هو جزء من جهاز قياس إلكتروني يسمح بإظهار ورسم جهد الإشارة عادة بشكل مخطط ثنائي الأبعاد للجهد الكهربائي (على المحور العمودي) مقابل الزمن (على المحور الأفقي) أو يستعاض عن الزمن بجهد آخر على المحور الأفقي. و له مدخلان اي يستطيع رسم اشارتين مختلفتين وأما ان يرسم واحد منهما فقط على شاشة العرض أو يعرضهما معا ويمكن عرض قيمة طرح الاشارتين أو ضربها.,راسم إشارة,Non-factoid
22 مايو 1885,46,متى توفي الأديب فكتور هوغو؟,"فيكتور ماري هوغو  (مولِد 26 فبراير 1802، وفاة 22 مايو 1885) كان أديبا وشاعرا وروائيا فرنسيا، يُعتَبر من أبرز أدباء فرنسا في الحقبة الرومانسية، وترجمت أعماله إلى أغلب اللغات المنطوقة. وهوَ مشهورٌ في فرنسا باعتباره شاعِراً في المقام الأول ثُم راوٍ، وقد ألّف العديدَ من الدواوين لعلّ أشهرها ديوان تأملات Les Contemplations وديوان أسطورة العصور La Légende des siècles. أمّا خارِج فرنسا، فهو مشهورٌ لكونِه كاتِب وراوٍ أكثر من كونه شاعِر، وأبرَز اعمالِه الروائية هي رواية البؤساء وأحدَب نوتردام. كما اشتَهر في حِقبَته بكونِه ناشطٌ اجتماعي حيث كانَ يدعو لإلغاء حُكم الإعدام. في كتابه الشهير Le dernier jour d'un condamné كما كانَ مؤيّداً لنظام الجمهورية في الحُكم، وأعمالُه تَمَس القضايا الاجتماعية والسياسيّة في وقته.",فكتور هوغو,Factoid
جبران,25,"من هو صاحب كتاب ""النبي""؟","   النبي (1923) أشهر كتب جبران كتبه بالإنجليزية وترجم إلى أكثر من خمسين لغة، وهو يعتبر بحق رائعة جبران العالمية، مضمونه اجتماعي، مثالي وتأملي فلسفي، وهو يحوي خلاصة الآراء الجبرانية في الحب والزواج والأولاد والبيوت والثياب والبيع والشراء والحرية والقانون والرحمة والعقاب والدين والأخلاق والحياة والموت واللذة والجمال والكرم والشرائع وغيرها، وقد وردت على لسان نبي سمي ""المصطفى"" ورسالة النبي رسالة المتصوف المؤمن بوحدة الوجود، وبأن الروح تتعطش للعودة إلى مصدرها، وبأن الحب جوهر الحياة. وفي كتاب النبي يعبر جبران عن آرائه في الحياة عن طريق معالجته للعلاقات الإنسانية التي تربط الإنسان بالإنسان.",النبي (كتاب),Factoid
"تقويم فرضه يوليوس قيصر في سنة 46 ق.م.[1] ودخل حيّز التنفيذ سنة 45 ق.م. يحاول التقويم اليولياني محاكاة السنة الشمسية ويتكون من 365,25 يوماً مقسمة على 12 شهراً",32,ما هو التقويم اليولياني؟,"التقويم الرومي أو اليولياني  هو تقويم فرضه يوليوس قيصر في سنة 46 ق.م.[1] ودخل حيّز التنفيذ سنة 45 ق.م. يحاول التقويم اليولياني محاكاة السنة الشمسية ويتكون من 365,25 يوماً مقسمة على 12 شهراً.",تقويم يولياني,Non-factoid
اختصارًا  يتضمن مستوى عال من الأمن في نظام تسلسل البروتوكولات الهرمي,32,ما هو بروتوكول طبقة المنافذ الآمنة؟," بروتوكول طبقة المنافذ الآمنة ، اختصارًا  يتضمن مستوى عال من الأمن في نظام تسلسل البروتوكولات الهرمي.",بروتوكول طبقة المقابس الآمنة,Non-factoid
شمال الهند,29,اين يقع اقليم البنجاب؟,"  البنجاب ولاية هندية تقع في شمال الهند ، وتشكل الجزء الكبير من اقليم البنجاب . يحدها من الشمال ولاية جامو وكشمير ، من الغرب هيمشال بارديش ، هاريانا من الجنوب والجنوب الشرقي ، ومحافظة البنجاب الباكستانية من الشرق ، راجستان من الجنوب الغربي .عاصمتها مدينة شانديغرا .",بنجاب (الهند),Factoid
19 مايو 1919,71,في أي عام قامت حرب الاستقلال التركية؟,"  حرب الاستقلال التركية (بالتركية: Kurtuluş Savaşı أو حرب الاستقلال) ؛ 19 مايو 1919 - 29 أكتوبر 1923) كانت مقاومة عسكرية وسياسية قادها القوميون الأتراك ضد تقسيم قوات الحلفاء للإمبراطورية العثمانية بعد هزيمتها في الحرب العالمية الأولى.[1][2][3] بلغت الحركة الوطنية التركية ذروتها في الأناضول بعد تشكيل الجمعية الوطنية الكبرى التي عبأت الموارد بنجاح تحت قيادة مصطفى كمال. بعد القيام بحملات عسكرية لصد الهجمات اليونانية والأرمينية والفرنسية، أجبر الثوار الأتراك الحلفاء على التخلي عن معاهدة سيفر والتفاوض على معاهدة لوزان في تموز / يوليو 1923، والسماح للأتراك بتشكيل جمهورية تركيا في الأناضول وتراقيا الشرقية في أكتوبر 1923 وضم جزء من الأراضي العربية السورية عرف باسم الأقاليم السورية الشمالية. تأسيس الحركة الوطنية التركية أدى إلى نهاية العهد العثماني.",حرب الاستقلال التركية,Factoid
جبل الشيخ,1,ماهو أعلى قمة جبلية في سوريا؟," جبل الشيخ هو جبل يقع في سوريا ولبنان. يمتـد من بانياس وسهل الحولة في الجنوب الغربي إلى وادي القرن ومجاز وادي الحرير في الشمال الشرقي وهو بذلك يشكل القسم الأكبر والأهم والأعلى من سلسلة جبال لبنان الشرقية التي تمتد بين سوريا ولبنان. يحـدّه من الشرق والجنوب منطقة وادي العجم وإقليم البلان وهضبة الجولان في سوريا وفلسطين ، ومن الشمال والغرب القسم الجنوبي من سهل البقاع ووادي التيم في لبنان. فيه أربعة قمم، الأعلى (2814م) تسمى شارة الحرمون في سوريا[1]، والثانية إلى الغرب (2294م)، والثالثة إلى الجنوب (2236م) في القسم السوري المحتل إسرائيلياً[2]، والرابعة إلى الشرق (2145م).",جبل الشيخ,Factoid
